,Ruling,Name,Quote,Description,Date
1038,barely-true,Francis Suarez,"""In Biden's America, 7 million people illegally crossed the border and are given a free cellphone and airline tickets.""",a speech at Turning Point Action Conference,"July 16, 2023 "
1039,barely-true,Facebook posts,"""Las personas mayores de 65 años con dificultades financieras"" pueden calificar para una ""flex card"" de Medicare para comprar alimentos, pagar trabajo dental y otras necesidades.",Publicación en Facebook,"June 15, 2023 "
1040,barely-true,Facebook posts,"Licencias de conducir de “Connecticut, Delaware, Hawai, Rhode Island y Vermont…han sido declaradas no válidas"" en Florida.",publicación en Facebook,"July 11, 2023 "
1041,barely-true,TikTok posts,"""If you get pulled over driving in Florida and your license is from Vermont, Delaware, RI, Connecticut or Hawaii, your license is invalid.""",a TikTok post,"July 10, 2023 "
1042,barely-true,Mike Pence,"“The fact is, today abortion law in the United States is more aligned with China and North Korea than with Western nations in Europe.”",a speech,"June 23, 2023 "
1043,barely-true,Ron DeSantis,Donald Trump is an “affirmative action advocate.”,a tweet,"June 29, 2023 "
1044,barely-true,Donald Trump,"Photo shows President Joe Biden sitting with “Lisa Monaco, second in charge of the DOJ, probably working on future Plots and Schemes against Republicans.”",a Truth Social post,"June 19, 2023 "
1045,barely-true,Facebook posts,"Científicos descubren que al “consumir 3 tazas de leche diaria, las personas tienen más riesgos de desarrollar cáncer de mama”.",una publicación en Facebook,"May 10, 2023 "
1046,barely-true,X posts,"A printer error in Nassau County, New York, turned every registered voter Democratic.",on social media,"May 20, 2023 "
1047,barely-true,Ted Cruz,"Barack Obama said that Iran has a “right” to nuclear technology, including weapons.",a speech at the Hudson Institute,"May 17, 2023 "
1048,barely-true,Kevin McCarthy,"""Every study has shown” that when work requirements are tied to federal safety-net programs, “it puts more people to work.”","an interview on ""Fox News Sunday""","May 28, 2023 "
1049,barely-true,Instagram posts,“Miami-Dade County has banned” Amanda Gorman’s poem “from elementary schools.”,an Instagram post,"May 26, 2023 "
1050,barely-true,Facebook posts,"Electric vehicles are a ""giant computer that can be controlled remotely from some cloud-based central grid.""",a Facebook post,"May 10, 2023 "
1051,barely-true,MAGA Inc,“Ron DeSantis voted against the wall.”,an ad,"May 24, 2023 "
1052,barely-true,Joe Biden,"Said he was “able to convince India, Australia, Japan, and the United States to form an organization called the Quad to maintain stability in the Indian Ocean and the South China Sea.""",a press conference ,"May 21, 2023 "
1053,barely-true,Instagram posts,"""NYC mayor plans to track and limit meat and dairy.""",an Instagram post,"May 20, 2023 "
1054,barely-true,Hakeem Jeffries,“(Donald) Trump ran up more debt than any other president in American history.”,a tweet,"May 12, 2023 "
1055,barely-true,TikTok posts,"“El gobierno de Estados Unidos estará otorgando 30,000 visas mensuales"" para personas de Colombia, Guatemala, Honduras y El Salvador ""para poder venir a vivir a los Estados Unidos por dos años con permiso de trabajo"".",un video de TikTok,"May 10, 2023 "
1056,barely-true,Joe Biden,"""The Republican plan would cut federal law enforcement officers — 30,000 — including 11,000 FBI agents, 2,000 border agents, DEA agents, and so on.""",a speech ,"May 10, 2023 "
1057,barely-true,TikTok posts,“A partir del 11 de mayo no podrán ser deportados personas que lleguen a la frontera de los Estados Unidos bajo el Título 42”.,un video de TikTok,"April 3, 2023 "
1058,barely-true,Donald Trump,"“Many of these teachers are soldiers, ex-soldiers, ex-policeman.”",a CNN town hall,"May 10, 2023 "
1059,barely-true,Brian Tyler Cohen,"House Speaker “Kevin McCarthy has quietly implemented a pay raise for members (of Congress) that could be $30,000+ per person. It circumvents the Constitution by instead reimbursing their rent, utilities, & meals.”",a Facebook post,"May 3, 2023 "
1060,barely-true,Marc Short,"“This year, there have been 13,000 deaths by gun violence. The vast majority, 95% of them, are in inner cities, where you have some of the strictest gun control laws in the country.”","remarks on CNN's ""State of the Union""","May 7, 2023 "
1061,barely-true,Will Cain,Democrats “introduced a bill that would ban detaining gay illegal immigrants.”,a Fox News segment,"April 24, 2023 "
1062,barely-true,Gavin Newsom,Texas Gov. Greg Abbott “cut $211 million in mental health funding.”,a tweet,"May 7, 2023 "
1063,barely-true,Mike Bost,"Addressing the impact of the House GOP debt-ceiling bill on veterans’ programs, ""I'm dead serious that we're not cutting veterans, and I mean it.""",a House floor speech,"April 26, 2023 "
1064,barely-true,TikTok posts,Florida lawmakers danced “after passing anti-trans legislation.”,a TikTok,"May 4, 2023 "
1065,barely-true,Ron Johnson,Says Social Security is a “legal Ponzi scheme.”,Public statement,"April 24, 2023 "
1066,barely-true,Tricia Cotham,Minority Leader Robert Reives “sent out a statement … encouraging us to resign and/or (face) a primary challenge.”,a press conference,"April 5, 2023 "
1067,barely-true,Nikki Haley,"“Buyers with good credit scores will pay even more to cover for those with bad credit.""",a tweet,"April 21, 2023 "
1068,barely-true,Instagram posts,"“Face masks may raise risk of stillbirths, testicular dysfunction and cognitive decline, study warns.”",an Instagram post,"April 24, 2023 "
1069,barely-true,Facebook posts,"""Oil pulling” improves overall oral health, strengthens gums, helps prevent cavities, whitens teeth and reduces plaque.",a Facebook post,"April 12, 2023 "
1070,barely-true,Facebook posts,BlackRock owns 59 million shares of Dominion Voting Systems and 45.7 million shares of Fox News. BlackRock sued itself and fired Tucker Carlson as part of the lawsuit.,a post shared on Facebook,"April 24, 2023 "
1071,barely-true,Instagram posts,“The abortion pill has been linked to the deaths of at least 28 women in the U.S. alone.”,an Instagram post,"April 12, 2023 "
1072,barely-true,Facebook posts,"George Soros is banned in Russia, Pakistan, Turkey, Hungary, Poland and the Philippines.",a Facebook post,"April 19, 2023 "
1073,barely-true,Instagram posts,The RESTRICT Act would allow the U.S. government to “charge you with a felony and $1 million for having a VPN.”,an Instagram reel,"April 11, 2023 "
1074,barely-true,Joe Biden,“Fewer people get hurt playing rugby” than American football.,a speech to the Irish parliament,"April 13, 2023 "
1075,barely-true,Facebook posts,“La NASA advierte que el sol podría dejar de brillar y causar una catástrofe”.,una publicación en Facebook,"April 6, 2023 "
1076,barely-true,Facebook posts,"""Latino, inmigrante, recién llegado … Si eres inmigrante en Estados Unidos y llevas más de tres meses ahí, podrías calificar para obtener cupones de comida”.",una publicación de Facebook,"March 31, 2023 "
1077,barely-true,X posts,New Kansas law will “authorize genital inspections of children in order for kids to play sports.”,a Tweet,"April 5, 2023 "
1078,barely-true,Facebook posts,Video shows Sen. Chris Murphy running away because Sen. Ted Cruz said “just shut your mouth.”,a Facebook post,"April 10, 2023 "
1079,barely-true,North Carolina state House Democratic Caucus,“North Carolina ranks last in the country in K-12 funding.”,a tweet,"February 8, 2023 "
1080,barely-true,Facebook posts,"""Vitamins aren’t FDA approved, but Twinkies are.”",a Facebook post,"April 4, 2023 "
1081,barely-true,X posts,“Florida man charged with a hate crime” for defacing pride crosswalk.,a Tweet,"April 3, 2023 "
1082,barely-true,Joe Biden,"In the U.S., “you’re not allowed to own a machine gun.”",a speech,"March 28, 2023 "
1083,barely-true,Donald Trump,"Gov. Ron DeSantis sealed ""all beaches"" in Florida.",a statement,"April 22, 2023 "
1084,barely-true,Tony Evers,"The money for upgrades to the Milwaukee Brewers stadium in Evers’ budget is ""a bipartisan plan.""",Twitter,"March 8, 2023 "
1085,barely-true,Tommy Tuberville,"""Half the kids in this country, when they graduate, can’t read their diploma.”",a speech at the CPAC conference,"March 2, 2023 "
1086,barely-true,Whoopi  Goldberg,"""The First Amendment doesn’t allow you to willingly lie.""","remarks on ABC's ""The View""","March 8, 2023 "
1087,barely-true,DeSantis Watch,"""Ron DeSantis wants to raise the retirement age to 70.""",a digital advertisement,"March 4, 2023 "
1088,barely-true,Nicholas Langworthy,"Energy Secretary Jennifer Granholm met ""with the radical green energy group behind the gas stove ban,"" which ""has ties to the"" Chinese Communist Party.",a tweet,"February 10, 2023 "
1089,barely-true,Washington Free Beacon,"""The Biden administration is floating a new” climate strategy: Don't leave your house.""",a tweet,"February 2, 2023 "
1090,barely-true,Matt Walsh,"“The youth suicide rate has increased exponentially alongside trans affirmation. Trans affirmation causes the suicide rate, not the other way around.”",a Tennessee State House Committee Hearing,"February 8, 2023 "
1091,barely-true,Pete Buttigieg,Sen. Marco Rubio signed a 2021 letter that “supports waivers that would reduce visual track inspections.”,a tweet,"February 21, 2023 "
1092,barely-true,Facebook posts,Photo of electric charging station “powered by diesel generator” is emblematic of the electric vehicle movement.,a Facebook post,"February 25, 2023 "
1093,barely-true,Facebook posts,"The train that derailed in Ohio was carrying “over 300,000 gallons of a chemical that was banned in 1974.”",a Facebook post,"February 18, 2023 "
1094,barely-true,Joe Biden,"“We used to rank No. 1 in the world in research and development, now we rank No. 9. China used to rank No. 8, now it ranks No. 2.”",A speech ,"January 30, 2023 "
1095,barely-true,Facebook posts,"""In the month since Republicans took the House majority,"" they are trying to ""impose a 30% tax on everything.""",a post on Facebook,"February 7, 2023 "
1096,barely-true,Mike Palicz,"The 87,000 new IRS agents who were supposed to “only target the rich” are now “coming after waitresses’ tips.”",a tweet,"February 7, 2023 "
1097,barely-true,Instagram posts,Wind farm construction is a possible cause of dead whales washing ashore in New Jersey.,an Instagram post,"January 25, 2023 "
1098,barely-true,Jim Jordan,"""I got a list of 20 jurisdictions that defunded the police to the tune of over $1 billion total.""","an interview with NBC's ""Meet the Press""","January 29, 2023 "
